,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64
241,4388890.147418886,1886442.088721335,849863.4652100205,1020468.446177423,11753912.057678223,3576425.423486091,2511406.75249777,393026.64815437794,1744755.8825161457,1713389.6105410457,4171662.0624590516,1588319.2587697208,2873672.1130829155,4448577.457650453,492526.210520491,829964.8038458973,1414862.72772336,3545292.3836136237,2800975.2102828026,2151017.6915817857,2831097.780392647,1861241.8380275518,932710.9617589712,492664.0338020623,903438.6199936122,8248971.086746216,3263181.4692905545,7581772.699165344,3750145.8030566573,4041684.1700626016,2782065.113527082,5709497.710462689,3201988.727890894,3244091.53081128,6347388.852234006,2201522.38619864,2055107.6145248264,4235902.948984951,206313.27161473036,355162.81294985116,4131117.495137334,5070679.805853844,1247298.832152307,2703721.9218166918,2886876.3638596684,3389718.34063673,4310930.6269418,7105303.491985321,1702510.6283088326,450323.1371349171,3044675.56860137,52607.60206988454,5926899.039604187,3963511.10678187,174447.68923707306,3637132.282311842,2704811.2315158546,1789457.4591594338,3404823.4433472455,2755567.687726006,1102942.500032246,1680817.8904955387,3277411.8182755224,2000337.4304283261
242,2922278.167811036,1680444.9109757543,1181739.8002574146,5379390.255291462,15003553.346435547,1524139.8398157433,1713945.4989450276,3838116.9399864078,371592.79281663895,1449474.3216174394,2741595.1435207725,487867.9217197299,1834124.843527764,2432863.082225129,214484.26813700795,5277486.873476982,214785.33016753197,1924407.1192027256,796325.0421745777,852731.2248355448,1278208.840648234,970433.7147797048,230104.90677940845,390216.97247481346,6486049.285292938,9607163.123710632,1996608.9539111853,13353770.928760529,2340752.6361585855,1417671.8620880246,907843.6430692561,5773195.772285938,1433735.215852216,1405324.209312141,7228082.907009721,751304.1052210033,774639.2902402431,3168613.7009503543,39018.61815971136,34200.00869910419,2416950.0485265255,4117605.935650587,1189372.9470688403,1426105.8503824174,1272526.2908912078,2430010.018762082,4075583.316193223,6817185.126304626,373686.82778054476,1763154.024251759,1569091.6820614934,11911.65997222066,2930002.58456707,2819497.662931025,1111064.0589699745,1315153.165562123,1484311.4709373713,1058788.959621206,1656719.4914442897,2435336.6785497665,5447372.933022022,551173.3521702886,1233762.1024402604,693890.0398709774
243,3036461.5057058334,1316450.26624465,52430.380776405334,1567311.8512010574,12348318.173400879,1739449.6556023508,1443041.3271644935,389434.20386675,460143.1576142311,1334910.2908076793,2859531.45778805,1098485.2566987872,1895074.4491203427,2475058.3255768716,544672.5937315002,1264066.71441032,232371.14767229557,2211529.190612659,2328467.614216447,705466.2152275741,1665037.3768029213,934176.8836804479,209753.71359550953,1104495.8536641225,867578.7864990681,10726287.850128174,2077784.0525731444,6115399.172706604,1971555.8461155295,1154945.1801533103,982372.5535315946,8421955.63987732,1263220.0062032938,1273228.2860967517,7319178.60593605,656756.1259203553,704476.9450641423,3545677.8596204817,47127.47351658344,59522.93356065452,2480356.7833309174,4153032.2537708282,409701.1091558412,1721467.4938290566,1245299.7958655134,6199616.770000905,4054234.288700819,6500771.838645935,368925.3793978095,2584003.439443648,1801830.706816852,2427.6786353886127,3221164.0607967377,3154045.846109122,1113708.4357439876,1310574.8774727583,1655981.9793584943,1262355.997791022,1598746.2804692388,2547859.869959593,3286415.8895806074,1651563.7355492152,1185494.371452082,999623.3363001347
244,3574191.716068208,2140139.251530111,4112464.5114421546,2484324.905431621,13106888.266326904,2728142.428116761,1964340.8651851192,2048265.8015324175,1022161.1376030445,1956356.4832545817,3368248.121445298,970777.068312645,2697081.379805863,3442764.407883927,295100.0083396733,2436468.6201762706,855794.2528983355,2611541.274368927,2312131.775280863,1720386.5863890946,2076509.247522533,1612647.180569768,684025.1720631123,335865.5784201883,4729367.232939377,7052502.2293663025,2482872.181041062,12565204.734240055,3006495.6188017726,2962806.244904697,1825866.7519844025,3997748.1119805574,2342056.3387739807,2438492.241201043,6097598.1893722415,1678408.3228724003,1401439.05103831,3550901.2359033823,465212.66718024015,519019.9078026265,3247538.1124881506,4335505.954185903,2358084.7629968002,1960134.5710367411,2250826.353809409,1792953.9915845394,3757738.545023918,6620927.688949466,1180123.597061932,849600.8576237708,2217574.3503359556,475737.0419422686,7972921.418937817,3259352.983454615,860562.1802379787,2449156.6450681686,2153646.303278804,1364945.8571736515,2669110.7931551337,2456786.4452614635,2201508.5797281563,875516.1447731256,2201081.7797015943,1467689.3819454908
245,3001299.719339311,1676262.5692726374,2212728.7801514864,2296132.5295187235,11699844.600194931,2333313.4633044302,1591041.4339479879,1442562.5789010525,849755.359721899,1425766.454401061,2666739.136068523,860950.1779864877,2286998.8011849225,3109744.2026281804,336510.08160025626,2193369.622358948,829444.4965667725,2202223.707689978,956055.0879063755,1370718.203195691,1325280.2533810735,1338932.4411193877,627956.9304131866,515106.1394398045,3310975.117446393,7619465.868803024,1977293.4710025042,9498487.452948391,2772414.460402012,2487491.6778755784,1475674.3498200364,4910302.64106825,2272240.9590398967,2307825.3355697393,5809463.879219353,1400062.8913606107,1251632.345572099,3008331.657854229,271021.9812038541,238758.48368179798,2992496.1261287928,4166168.177055955,1495674.2835049704,1560966.8572233021,1993659.2608566955,2852788.0642611086,3440465.9430168867,5780660.275927186,1109454.8539848924,1498599.415725924,1503373.3827782273,245232.29779440165,4931421.635237277,2564159.486903131,764279.4586741179,2070142.912441194,1604242.1233640462,905764.867749095,2272682.9111041427,1965388.65802598,2590606.54860124,726759.6214299314,1801631.8885854594,1077961.1308478117
246,3534333.8341926634,1444609.5267558098,403412.3582448289,1602217.8310559243,9064282.683998108,2780229.096405193,2081198.7754882276,713603.1759551167,1405578.127016604,1339112.2932451367,3457559.9172289968,1143331.0698356181,2168728.207168162,3457005.4905956835,466567.8960636109,1419294.0004426166,987996.703389287,3052322.194440283,1488609.062886417,1677709.2847465426,2630532.2078653574,1377506.5681235194,719206.2499117851,577252.811377801,1199186.0463316143,6738283.786368847,2803063.3070170283,5655606.90162468,2797733.3734900355,2907440.246146202,2396771.149247337,4819547.128272414,2369050.1757700667,2394441.438259363,4989155.249949813,1663762.040423952,1580107.0170247555,3634421.875728935,142681.42342811823,203985.17755931616,3104869.3364256024,3840606.6518580914,850450.7336762175,2288827.656469837,2162076.541508071,3085314.2186436653,3411178.2685340643,5736213.293340445,1205410.371009767,1244091.1486638188,2770556.007242143,39641.5577057302,3417428.3714818954,3432383.2897515893,196698.8729557097,2968923.1800666675,2296804.5472361445,1729374.8345245272,2605017.6539644897,2499406.8203428984,2110565.581813395,1204295.1825694852,2690345.534796249,1718396.6648067236
247,2838122.50296852,1972630.8831062317,4195367.581753969,2013883.612902142,16770176.656677246,1676406.211271271,1210974.6474034414,1961408.999760449,268309.3336107731,1932836.3047265708,2406913.2234683633,443983.52464324236,2201390.9035542607,2652944.056674257,97636.56198621541,2080021.8055410534,163982.98011815548,1523615.74064707,1079754.1484105587,957152.7515318394,706453.4072583318,1042937.525064975,190649.70602214336,195389.8809529692,5589408.148191452,9316445.517570496,1512960.6486448646,15612898.009410858,2155258.5561356544,1595387.4225361347,771655.4937490337,5169503.118223131,1555793.9312364906,1565498.3854470253,7490763.368756294,817192.7253224254,684549.5221873373,2854509.3312256336,112516.45107638836,207368.56956976652,2511779.073743582,4581373.152163267,2282886.712097734,1084138.6296804845,1416922.471209012,967481.9423033595,4031664.008291483,7082607.837673187,455042.98732596636,727794.8414654806,939809.0223710537,78936.9900881648,8973320.691489697,2455536.9785378575,1350903.2167317271,1242211.1850853264,1215909.5894988477,701967.0645826161,1708319.193977356,2127164.1542959213,1362704.2119336724,392574.8209265992,1105926.0879267976,491207.7178225517
248,3873931.4712756276,1811576.9048921466,162414.60714060068,5099239.91553697,12649454.232823372,2785638.6725715846,2441028.372501932,2862565.2245835364,920273.7310465574,1555459.5094469488,3898893.1873174906,1232118.2253186703,2526082.7747608423,3545162.2849274725,565033.9945539907,4898120.9434093535,615477.2548058033,3175809.434626639,2393043.7959898114,1669949.3190727234,2556030.478327751,1551614.6987001896,501373.95394432545,898267.3665669821,4472482.446217343,9262353.248021126,2979964.56666106,9225633.320958197,3400285.997920513,2783204.789470196,1976758.8548584431,6827547.7679235935,2344227.730250746,2325480.5825362206,6905901.8079714775,1603272.327007711,1373550.0320005715,4221783.37311703,132975.55613034964,380991.0775503963,3400053.2822502255,4513025.816441059,863558.4413511157,2407191.0798179954,2242113.0695099533,4172244.9728886187,4241858.79010725,7088932.477829099,931021.8400778174,3692714.761284411,2754985.0830416083,35143.600078076124,2795171.3564255387,3789017.07092762,1078466.181556873,2576031.9781562686,2378964.372407496,1691291.044373393,2732586.874064699,2965905.091114752,6374923.2926725745,1586937.467067644,2365384.9800932147,1594328.9591994882
249,3117040.269951999,1655653.13928926,1448800.8088013828,2649172.1795519106,13421885.245918274,2131991.02301345,1638477.1126250327,1727445.7160289288,587251.9015513659,1479648.0182378143,2816352.262320459,625311.2870362848,2165131.5560854077,3116752.511026606,235678.7676623091,2539683.144775331,460034.8737962246,2407716.118974477,570865.9237778932,1167117.4569684714,1400856.8690478206,1208265.6105099916,383406.07850444317,315653.9705624953,3799620.1276691854,8649575.59833908,2154600.3821578026,10934599.251040518,2730023.111915529,2247493.414252162,1405298.388394501,5396082.519638479,2175822.5907968283,2147039.4029845,6620136.710169852,1164691.4903108478,1130911.919390142,3279653.6937747,97675.02899324894,128062.78413182497,3026441.3803429604,4489926.867962718,1277044.8812147453,1573389.5212683678,1941260.557591781,1918441.015852362,3786729.54322052,6440864.708104849,881388.669002831,1016761.307018593,1599579.015482366,30629.024278610945,4821590.944984078,2811434.603384495,569485.1072541624,1966903.5360093117,1645429.0788493156,906662.8769181073,2242543.870938182,2101852.3585038185,2647888.510297179,482269.5482173376,1766474.8903272562,1012941.3531230092
250,2702054.8286165595,1628399.4295808077,2241616.0553314686,1837150.9135550186,16494813.032653809,1316284.062873736,1038458.0343112871,1115940.1149993837,215705.7357046008,1702054.7093965858,2214376.928135872,717289.8739951849,1840574.6860572398,2219899.421706468,212921.9325998798,1683249.1859378368,78410.81271481514,1371682.3861751407,2542820.8513483405,572650.7148554027,614836.368742764,777806.7595789284,107353.53663635254,507641.5273559131,3049404.609328881,11376813.828201294,1492840.171322465,12201164.049331665,1650041.7786207795,855261.196652174,483226.7402629256,7594383.139717102,1076827.5808003917,1107648.8782829642,8231710.287446082,422499.3752710521,464788.7998867035,2916819.8689163327,131825.3050479889,260956.35051850975,2167768.6861133575,4602034.491299152,1358881.6216392517,974213.0998145044,912061.6613085493,3824871.5946341157,4313213.444129109,7101582.984077454,215938.4790136218,1128676.0170209333,855482.8616303205,193221.0317775607,6921292.262939453,2508997.4471880794,1576686.3033052087,780614.6506665945,1059027.4345439672,652435.9685273916,1194783.0305648595,2121567.601875782,2530069.9729132354,877759.2196581662,730199.2227671668,348529.17836749554
251,2949243.0048532486,1536179.4232926965,1008386.6248366237,1653766.5099785551,15850895.618408203,1605957.791846171,1214260.4710997194,540877.9849838316,335785.18586730957,1522693.9706684053,2481508.8981514573,886473.7773079127,1971174.6779794395,2648566.7624058574,341822.68942479044,1465003.0976846665,171180.31965994835,1711162.2476690784,1838041.3537921906,753230.2514549196,714680.3399963379,897049.7440185994,171101.5563943386,770779.3158133514,1991408.5342763215,12142119.762237549,1665481.2112919688,10070033.34362793,2049895.3149756193,1271575.617746234,696459.5173006468,8729126.64226532,1456590.1773825437,1440116.8668467104,8435883.495018065,617449.6117385626,641460.7063748538,3238471.5185352564,38106.40221655369,85909.37749570608,2555379.036449313,4961969.087413311,889146.2191531882,1238062.8606311083,1266178.5882117972,4987875.601176843,4513552.350559831,7263781.416946411,404978.5767995119,1972926.30881048,1031868.8302145004,2600.50866702199,5371578.651370168,2676713.5240552425,1409781.8403743505,1098328.1591764688,1145285.7523536682,695659.5760502219,1531001.149514407,2182645.8307640553,2882392.410872668,1018385.3750821725,1017185.2952852324,500259.99992644787
252,3195051.9668302536,1414804.168933332,685362.8755542636,873393.410819687,10572780.998779297,2099672.236333348,1608096.3516732082,216593.32081738114,797458.9006703496,1445275.0008168966,3152967.5159659386,1220237.7511206567,2044003.742125392,2621973.8405962437,536355.2464925796,651941.2324779332,593274.0860877037,2572707.914798826,3335503.898836136,869342.5505543947,2201612.7170752287,1045960.1537747383,389764.80377590656,938752.4384892099,624622.4993667305,8542881.949614525,2322181.209782958,5655882.763518035,2178212.3926520348,1559567.4997477531,1352638.714810174,6720971.01821965,1566398.5809667706,1576341.0024936795,6251299.871719837,865010.4399197102,932464.3821120113,3650274.639537424,123182.63326001167,299053.04268452525,2703271.3442014456,3734898.658541441,736849.6793720126,1952303.552979663,1539326.4641004577,5227166.336446792,3589166.989115596,5982917.386735439,596727.9264349043,1759417.8084255308,2257723.576601863,51317.13641521335,4524631.678321838,3307937.6240507066,887344.511882484,1704544.835662052,2012093.3094711304,1439358.0182435364,1935242.348050326,2528754.490323305,1988136.751517415,1994887.3152596653,1544056.7214082181,1417756.119342029
253,3097395.149974793,1531971.3444393277,847332.3746649623,1869101.087270975,14295834.330284119,1620407.1173249409,1413191.505568117,984664.2706702054,323383.6977055073,1510723.1558380872,2843214.16643399,529604.9517497122,1828162.4093897343,2426402.2845471054,247022.06715057045,1686883.1965181828,165692.4249944687,2087532.5116525292,644166.2876620889,827546.9847594202,1520879.5958080292,918150.1545780003,161727.5635766387,406782.420733504,2719982.0922749043,10094075.056743622,1998154.2932901978,10340903.946826935,1915140.2735843062,1342502.332638383,976450.5035791323,6787960.087231636,1293343.7917571515,1290323.344377935,7480633.513881803,731731.1913447976,676377.8053284138,3374328.1006198823,29771.849652171135,27476.63692726195,2514825.8076711893,4296425.15794754,958165.8951932862,1534252.4916778803,1196952.954025492,2855965.7267353833,4155680.9815547466,6875779.277011871,272994.020670414,914507.6193191111,1722745.6145608425,4834.620704770088,4697158.879008293,3009530.3457640707,731690.9806815386,1347345.7959974557,1586760.4972719848,1124256.6361063719,1579485.2965634018,2439279.797460556,2212321.9572080374,545982.3715801351,1252511.058838915,831417.7190040946
254,4506949.447925538,2077443.2829285264,574844.0406550467,2795136.176753737,18953469.698638916,2626091.937643096,2078632.6606162563,1234619.2884122133,509734.79479169846,1942909.1087839007,4001222.5565644503,1233023.913796723,2802091.9904108644,3881883.6051374227,426974.7550550252,2508047.758815691,241113.74575471878,2759113.431454271,2237491.479390621,1626074.1996504962,1880760.0340951085,1509158.393878311,227321.48055636883,723181.4415782541,2906873.9879980385,14247133.65171814,2643527.506840229,12404136.7164917,3198724.71564734,2660294.2371068,1641774.226834353,10014831.705265045,2378169.2694616616,2393661.2696876526,10134501.263269424,1496951.3414882421,1202220.4078705013,4521480.818165451,51536.643783032894,134822.90999558568,3842376.1073036194,6322738.338350058,1075579.4588631466,2119693.111201972,2154625.6780816764,5275496.664637804,5777242.654123068,9483387.752738953,769788.3509348035,1978346.9374657348,2187763.8916879296,11925.495568871498,5828097.693984985,3967910.48396194,1031151.0461687744,2292113.803673506,2064425.0540231466,1465729.990145743,2633477.9307083786,3253577.553630352,3862804.613401532,1299987.4835895002,2085393.303205084,1098187.086589098
255,3564782.8278784156,1779257.983281076,1419628.9743455052,1713934.9629865885,14948210.630981445,2275154.37996573,1836519.2952195257,941247.3688780665,789242.9853961468,1869746.7054801136,3396626.4808402658,879989.9011344612,2390891.7209510207,3155456.249134779,440272.0605196208,1510286.6561933495,604306.2145057917,2875800.986525528,1607603.3440990448,977467.125027895,2257115.1792609096,1228499.8374582082,481659.4235885143,705019.4226179831,2416371.8444196433,10739641.028028488,2765020.333934605,10305607.58075428,2293138.273425162,1680132.778300047,1383446.9067579322,7476540.332200527,1784817.4409928247,1724796.9993864298,7933877.365929902,876413.7978492975,1086253.8446061313,4053512.6461719275,140331.62630051374,163584.00965121388,2983816.2435703725,4834836.651575565,1208187.5960199833,2033372.8382659256,1700461.9388734996,4110447.947203964,4629434.54702425,7512918.100707859,706799.807849586,1413846.471210666,2407376.8559483886,50700.05337399244,5703553.360221863,3819930.3025152087,831128.3241499066,1849583.3242802024,2216455.413828939,1519579.5583037138,2149809.3026592582,2877736.7421171665,2315274.053579241,1119573.5228812136,1718912.3007236011,1391087.4487406015
256,2780927.692244798,1568834.2380045056,1025046.6082321405,4390190.202836156,12258413.517393112,1879268.3082100227,1757989.0484395176,2855348.350606382,775760.8166472912,1380923.942197904,2708649.962256968,467980.5039960146,1920350.7431850731,2639156.0297833085,264299.1495127678,4275138.8567495495,659666.7713512182,2313870.0211580917,384932.9862164259,962879.2069078982,1587980.9130775928,1110270.2627959251,562772.3010588884,381653.00617273897,4988918.747822151,7911289.888492167,2240354.5792362094,10607369.99144578,2438873.749384105,1700881.3022904396,1199243.3785001189,4934659.343149081,1745480.534437403,1713213.2207650542,6115188.922082007,898159.5235785693,1040452.9828701466,3183480.0079817176,146154.2228705883,86915.43900913,2545550.2840988636,3757785.1494683623,1104824.2374729738,1625457.1879883707,1541554.9948363751,1888736.4186263382,3557399.790982008,5896240.440163195,737804.454117924,1869184.8715179116,1814068.4091575146,64680.95401573181,2942886.9832505286,2858368.8251256347,851108.8218718171,1659007.7034657001,1720237.173312366,1138626.4701055288,1890564.4272978753,2231913.6732816454,4662280.577787459,394329.99761948735,1512088.3102126643,1156308.568610847
257,3268502.092350006,1700105.2914153337,1805141.6633379757,1822503.4970425367,13173335.891159058,2329232.1251278967,1594505.9128649756,1149823.116585046,711218.816568613,1573482.6413748413,3019738.9800651073,848919.2718019634,2253707.4289521575,3197016.4237983674,325789.44349473715,1702350.5684890002,544577.4404351711,2593688.2671760097,1474384.6205657125,1245288.6130314767,1735366.1501752138,1219609.5398629606,439306.4553181529,468203.7203464955,2857178.0016695037,8762576.906044006,2177341.467362523,10007867.201911926,2561032.696581185,2193261.530215919,1520987.4204174392,5813855.9590239525,1956115.683595024,1943702.0225806832,6781485.972693443,1222322.167028904,1093890.520927444,3598510.752726108,162915.41974514723,212344.05551217496,2966714.5037487745,4439912.317285776,1354954.408767417,1850013.0983836353,1855842.1434354335,2919329.528180301,3877560.9158580303,6546774.979347229,857998.5484837592,1068810.276530929,1910431.7411031127,113159.67533230782,5645512.538017511,3018367.771659136,687794.6253543794,2011952.9421830028,1782954.4765681028,1127630.3483874649,2212305.2508921325,2338652.8600171655,2087116.5394871235,896343.5489507429,1820930.91021977,1225605.9180458188
258,2544976.9253180027,1310421.5412183404,1523726.0133372396,1183468.3963918537,10918599.813926697,1840331.7109428942,1141827.5184321925,578575.8125582933,370200.5359336138,1205689.8992330134,2314373.909068823,1179876.3230130747,1874265.14448753,2529355.3623998314,495773.32099990547,1035808.851187095,305218.75504112244,2005926.5786719546,2840042.8210989833,777266.8564730734,1153829.3728610873,913464.0984017402,254134.35393673182,1116453.432875082,1703991.0159826875,8513872.538556099,1557327.1737238765,6750964.25770092,2056960.8215354532,1368978.987761438,965804.4205463566,6740982.058649361,1389748.5194569752,1397020.8388344646,6187346.262993634,800443.9324575663,604930.621636346,3038883.7240774333,112228.18077880144,286519.063871935,2308032.1949932575,3715926.4507547915,926475.4383111894,1422047.8292157352,1346022.7717803642,5536283.027279556,3229874.2727689743,5406220.243105888,486331.06004598737,2537042.821403712,1253467.87044847,78373.06374552846,4630540.010740519,2341541.431863576,1436105.1446994469,1276962.3544566482,1254043.0970122218,712327.5489793122,1553217.6362339556,1885756.2350349426,2565455.1260797977,1772937.7212820388,1135737.7684390508,785754.628765583
259,2783537.0264286697,1344757.1050716639,638391.8231446147,624375.0159230828,12297041.142913818,1820854.006035,1144903.348221317,101634.27830731869,651035.1125421524,1337672.546736449,2365262.0590003133,1116207.3232079148,1848467.2592418492,2593321.7000511736,362283.9114909619,425687.8659917414,583052.8293536901,1811454.534018159,3072351.1846847534,872465.3452651203,1103089.0641251802,910453.6222669184,397330.59611082077,693676.5625679605,293135.4616109282,9778759.868492126,1597765.4109477997,6680012.627479553,1875977.991312623,1437842.9399808645,968336.1827002242,7331671.481314778,1435639.9372345135,1493379.0842978954,6914727.566478908,811740.4289034009,781253.815796718,3062881.755599886,109693.36833274364,225483.80976070464,2389074.5551030636,4221985.274341583,689860.6248546839,1352350.1448903978,1249135.6661862433,4876584.37216568,3784378.0598146915,5989160.819415808,648287.4852375686,1176053.4460320175,1278368.344627738,54500.9178314507,4983287.416625977,2486307.143072337,1069779.195834726,1298488.0761314332,1248270.6750549674,848471.3162888587,1524492.1620755643,2014305.940681681,1600078.8156576753,1541442.7105503082,1201131.0926608518,815341.9801540971
260,3106779.911040932,1529465.5431217551,734383.8267020434,1632835.4155772403,11378204.659679413,2004318.4749516249,1774013.956116058,804185.2516545951,1082188.749339521,1554811.3200675994,3119266.522498131,723421.3481066078,1922703.0183093548,2642588.520330295,399355.4264540598,1416164.5836099386,847910.1269772053,2652728.903704062,1282247.9286711216,923223.6758151352,2140762.8917829394,1084722.9489737302,617501.9944572449,519470.84918350354,1826222.6573578715,8135546.050988674,2573140.9526751935,7821423.68979454,2283482.5716005564,1616892.6396086216,1347494.0121732987,5606561.9605869055,1743075.7295992002,1705396.2412042022,6217663.654436648,871495.1921628714,1197707.8563869745,3547397.0764912963,146799.55852252245,164966.42401909828,2753670.7266988754,3752510.1857396364,964827.0177719593,2004519.102090329,1554868.737079285,2996539.3280030787,3656079.8728642464,6041886.347887635,754460.3454351127,1024323.7561264113,2361843.1869074106,43504.134842306376,4255027.985974312,3378634.1220197678,526020.1246238798,1800243.0733977258,2061628.8512899578,1557501.559369132,1970122.4677936137,2562763.9514958635,2016546.1662414372,958626.6447977126,1649121.0787527598,1580529.873699665
261,2600772.828585744,1471438.2375014424,1522220.1218804717,2858384.3356761932,12107857.863700867,1702596.0386103168,1437967.9947543442,2102921.1867724955,506926.1761238575,1310070.9418433458,2395865.522477269,528831.887153849,1772325.8357895315,2483339.4952228516,191107.69196665287,2792205.1924114227,295778.5265791416,1854439.3611234948,719278.1490072608,957005.2691100538,1267766.5152750611,988605.8298410326,300251.56792092323,338987.47946082056,4110984.3987303227,7753570.082660675,1777836.0563593507,10340113.550723314,2083596.0330834389,1703523.83304888,1137008.3498754427,4783122.37402153,1537457.8931340724,1576306.1681889296,5890421.065841317,912461.7117674351,885875.6080417484,2713931.760537952,95730.3948636055,88975.36000026762,2259300.007412076,3721847.8618952036,1209928.221895583,1357475.7802310437,1340128.9621168524,1874207.9369767904,3408517.446169257,5673040.056404114,601580.4154964983,937192.4344523549,1504057.1729367971,70037.27010592818,3966192.6712083817,2440011.1211028397,745893.6128455997,1567185.449092567,1420793.1502737403,992885.1959399283,1647167.096582979,2077152.6090943813,2839356.672361076,459098.567483224,1444643.627024714,771320.0144027472
262,2742008.4096698165,1424138.5525075197,1632410.5787999034,1494207.078547649,11773741.383430481,1775233.5810337067,1312155.3843613416,290768.3732878268,529453.2235777378,1362584.597684145,2503754.969078779,1254077.2252374738,1971001.6910265684,2460690.189823225,539001.214305982,1266387.259540826,402298.0169457197,1849665.0012485012,2921958.9991636276,854281.1096260995,1166246.7293246388,960748.1276094168,304528.10917693377,1177106.8004608639,1122251.9060807824,9738877.030853271,1718289.9994071126,6629487.652842045,2123336.5994154215,1350634.988495946,901692.135182444,7625987.421214044,1434664.5809836462,1478279.7930708528,6749673.219117284,744626.6173610985,688316.5936707556,3121289.981966257,215500.24790143967,317297.2490453571,2409795.522359729,3976366.571656704,900697.2049714178,1428416.7023227364,1330785.8899836913,6112204.161210448,3621664.871066928,5965028.238733888,517249.7538859546,2982720.247545004,1324699.6186767817,218111.18348160386,4558693.031316757,2604656.383390844,1485757.7429513335,1261211.0201481283,1377672.7077349126,883893.6950521916,1559289.2103202194,2098083.3954615593,3381231.296189666,1721113.4691450298,1120012.8013532907,770316.2170985937
263,3066400.9502019584,1776449.6782023907,2272146.5006685853,1506335.2484997734,15429313.084960938,2039542.5794840232,1452546.6897956654,1109495.508649379,596496.9647397995,1773888.2798624039,2727651.405874133,566682.5490341783,2130582.4111829996,2916397.386018902,171128.4643900171,1461350.9718074948,476937.0898641348,2151062.746837817,1172961.733243227,992234.2284658253,1394241.5131444335,1053720.9187182635,367026.5070588589,191199.50798165798,3521294.447783619,9663524.718566895,2142215.3052669764,12565501.232263505,2214035.711104214,1753660.0507305264,1273968.8010514937,5933986.9786973,1839334.5140104815,1789816.498494625,7424474.642177641,874789.4202516079,953031.3500303626,3300121.4304020107,126902.45141041279,198620.69502756,2746122.3732055426,4694146.865647078,1618710.7464294806,1520263.4655595869,1569516.033422634,1544759.7512589693,4151756.7250641584,7014056.8878057,640235.1601959765,207746.79826460034,1638114.4344463348,57598.64843979478,7139593.63508606,2974643.471388012,830895.0384443998,1756459.4998098314,1622277.4835663438,1027124.7677906901,1885177.8326598406,2336143.9365935326,1142049.5354191065,520665.1900648549,1621197.3301442415,846541.365360558
264,3627846.5403143466,2152754.498859763,3465007.1885606647,3668244.8829546943,13962509.018127441,2742057.8608925194,2114908.012596935,3098847.4317568243,870796.9638991356,1844370.0602409244,3459006.1097901464,1162034.8973882347,2726151.364744723,3561464.3562707305,472870.111849986,3668315.0099387616,769000.477478981,2937903.266722046,2257202.952527404,1595751.0676341653,2052115.4752140641,1559724.5542835593,651546.1233643293,823389.676176846,6082819.135526732,8275051.438396454,2579392.661962688,13078196.338686049,3410917.641754359,2767117.858422518,1756699.1695686467,5227891.433951288,2437435.3701735586,2470473.059090972,6820608.646782517,1543602.5753356516,1387271.639205277,3884565.980498284,351418.31802624464,388271.72262088954,3452146.802547097,4470577.835791826,2182227.0785921067,2079567.8337164074,2263472.3896693066,4044675.913433224,3971965.6457562447,6964134.424461246,1093859.3014229536,2003967.9062118977,2176442.0348766446,318951.4193058908,6369581.074698627,3318350.3143098652,1326978.3804670274,2390728.299498871,2184883.405362487,1270734.2300466597,2634000.508675128,2615215.99178195,3501409.298811823,1502593.0069039464,2102771.072050657,1508124.89187783
265,2969948.992623687,1788691.156992495,3404300.4185013175,1869744.03313756,12599257.63949585,2333417.863936141,1523839.1102477983,831765.7079698741,633852.6517564058,1752457.9167868048,2738287.750433624,1083254.1591906697,2393357.37399137,2992786.407053888,404585.2969462946,1695831.5404647142,482918.62097120285,2197035.914704196,3303145.197221875,1121321.0711901784,1634583.7694650292,1232544.0109543502,360377.07048654556,645023.5405350849,2800025.188500792,7927194.127868652,2025571.36120677,10008418.002878547,2441904.564317107,1933138.3100940287,1364675.8282504827,5311449.993127286,1901831.3251838535,1937270.1128981113,6213708.972184718,1103358.8272016048,1016219.7072227299,3205813.127319157,309932.3820579052,533694.5614653975,2719162.178160429,4076446.328517437,1795810.196263142,1626600.1435597837,1774026.6530546695,3456310.645123601,3509452.8832446337,6066480.163246155,782864.7003029585,1764483.1541127712,1735231.9333495498,402436.36069485545,7475154.269320667,2828738.85098508,1180360.1531949043,1828078.9345248938,1720981.076014042,1121460.3320902288,2095353.1282327175,2231475.3546595573,2639002.6323230565,1384275.0740266442,1605313.143028345,1069707.3699072003
