,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64
162,2297278.6865777373,1266864.3678299785,1746330.1154766232,1636957.596268542,9518097.801010132,1485759.9304985031,1172826.5790677443,1412994.1478423774,638279.3559230566,1225613.5166653097,2300893.195768416,469109.3330978453,1515498.5922935903,1963304.666817233,252091.30455420166,1591610.2069527209,501797.954043746,1984358.665065378,1038621.1550067067,568818.1903699934,1662656.2223537564,751309.3283069432,376635.3164869547,364204.0485668294,3032049.787596807,5761292.411328793,1735584.693266511,8168214.2597260475,1594083.4758669734,1029646.3359784484,1044769.9140756391,3576083.922488272,1087473.7803077623,1047289.5771325827,4750330.404387951,556874.491305843,639599.1470652074,2694634.636973679,115709.7002619505,103394.76674929261,1896636.9343850017,2748580.0739557147,1162017.8577907383,1424196.7186909616,1098186.6526099816,1851604.4388161898,2635278.947190523,4668173.573200166,401024.1006062329,657750.734210141,1725591.0661466718,50352.07965439558,4133128.518299818,2422360.641170591,578468.9022709131,1292365.8122735322,1519832.5138811767,1076479.3191214204,1389577.0649848878,1942164.848172173,1378227.7233348787,714176.2124973312,1196581.5724211298,1015697.8781200647
163,3822437.4531586766,1781678.2701528072,976687.3264510408,1856049.3104441687,13062718.369291306,2455501.258221425,1981955.6893339902,764802.9754526913,1090291.8338315487,1646798.4522603005,3539649.7152957916,1161205.2274503112,2569041.121567011,3352864.0269293934,466078.94952583313,1595716.4000157714,957384.4081878662,2586379.4831615463,1389123.4995316267,1587565.010377854,1751902.4758678079,1562802.59101519,680152.0513916016,612380.2158409879,1905420.0735343099,9685845.50985533,2587833.2085283697,8691020.723992348,3318652.724579692,2941544.126670122,1555854.6757099517,6680360.812975436,2609087.8918135315,2608698.534603715,7052735.234345555,1535117.707573995,1462752.854802072,3706692.3654375076,176946.49021434784,193562.5343298167,3787037.8140679,4915489.968448639,1116276.2579062656,1895119.8943120986,2340037.846132919,3829938.919249058,4319625.590278506,7126890.805586576,1135007.8812436461,1584111.0352558792,1937859.3869652152,43461.94188579917,4838732.007635161,3431597.2704003453,554141.5613094643,2286915.6887494326,2028478.0681518912,1168234.0169558525,2782874.48368828,2364612.5774316564,2541088.4752289653,1104671.2444459423,1996992.7770472467,1444351.202436328
164,2334366.3561651707,1135799.3901876211,601786.6070980132,1274885.7284664959,8060519.536209106,1620999.9056947827,1144651.817179136,700579.6433770657,632128.4042431116,975234.3013363779,2097071.070480764,815654.2886060625,1595886.868107766,2155042.4722216725,311646.3426279798,1122995.9672037363,551802.901872158,1631961.2460962087,1343944.7394455075,988129.015922308,1226205.9837344885,959719.4245705307,387143.25404292345,434254.8401701264,1380046.4514028654,5884265.014335632,1453910.5490249395,5421973.988155186,1839556.7203744054,1687339.8010632992,986521.6633693539,4160501.92404896,1382409.2774293348,1442507.5904540718,4351073.8835837245,981715.0929631889,836933.820079565,2320299.970556885,100722.9151135683,140248.6634516865,2126619.9021658897,2935255.6694333553,717348.1572501808,1210193.2038484067,1363040.397354342,2804044.5073047876,2614314.804189563,4298536.194061279,689194.142082721,984070.3928862959,1271394.8117536306,33758.86235681176,2992778.8417052627,2037504.0596961677,442099.889300704,1393855.3134577945,1251682.9660969973,796090.3346692324,1646575.0048025995,1593766.3612353802,1668962.379431814,931705.7276562452,1197528.5579686612,913095.8355488181
165,3820194.1826038063,1723087.8418070078,5492.720800161362,1822731.244621098,17657911.451641083,2022464.0029581636,1602752.3096554056,273527.3618773222,756362.4669697285,1732316.4509617984,3442130.7557640076,1175828.8965687007,2383861.9082486928,3260555.152823955,606435.8268019557,1441449.9793703705,538939.3947821856,2638732.824943237,2092890.8685150146,867052.2469935715,1391979.1771382093,1151790.7797766775,434692.09879630804,1147123.722257845,893087.780111149,14824865.288262844,2337954.4299129844,9280726.422971427,2571780.8005703688,1550547.9899500608,923482.7386503518,11188482.344701648,1785755.2898128405,1750580.0026075542,10141289.477445424,729254.9960410297,956902.5819022804,4485339.290120959,92372.59637212753,103553.20279355347,3380148.3142035604,5903038.75534308,563597.2158894017,1877653.2504227608,1632665.477374211,7295877.4412231445,5503094.321714759,8715902.641071081,665869.4737905264,2707963.233427882,1726247.3333598971,17748.928899914026,4576851.906995773,3645525.713727623,1396249.258093506,1408972.3570814878,1735516.656938672,1073198.8622935861,2000938.4064135402,2813527.120307207,3787760.839819938,1550980.4172222614,1310689.5106940903,1205690.445581615
166,3771877.5718126297,2027539.348093748,1953926.4617170095,2370844.493654914,18347100.41770935,2475240.1642761976,1813819.6859492362,1129670.3515681326,691284.6265195012,1998168.6185040325,3367337.03589499,1024354.8938078731,2578216.0898374617,3627529.612672344,417929.7408853397,2151075.938709721,537692.3036131859,2842743.223673299,2391241.764930129,1073957.509692669,1503095.6372007728,1205677.779254049,461837.96802842617,848981.91564022,3021541.824508965,13402038.819713593,2604679.5666654706,12580642.363788605,2810185.7969859242,1891815.001195848,1442713.8434895836,9415018.170535445,2245057.094128594,2191900.9700599313,9712630.48410803,945808.3997869492,1146684.8593068868,4376758.2728765905,225856.4414808154,291250.36893491447,3381109.771574259,5910512.398634791,1454877.9803305045,1951611.7668982297,1828035.383887358,5331227.164598376,5235588.888323903,8632672.951374054,823408.7117335796,2085988.595619291,1885636.140731752,216648.39123126864,7050111.77782011,3620482.274554819,1534859.5192902684,1952567.4883729815,1902474.6549119353,1159129.000872478,2116543.6215904653,2834247.3131821156,3569211.2126297355,1181554.0004517175,1824153.436651513,1155515.3613934517
167,1605245.7867755592,1688533.0698797107,5921091.334622435,2561552.7173508257,11474477.972930908,1536876.2856206894,1043574.508602336,2669049.6362033784,187844.69003582,1625975.1887939721,1475917.203449428,279382.983040601,1665896.6006722152,2031631.5242943019,40237.53666458279,2691171.3417133093,149864.48981058598,1411696.0425364673,1833230.427914992,641382.199545756,773343.7420339584,754399.6902482659,187223.86956065893,99609.81310233101,6448572.223456487,4474686.1080207825,1288360.4625415206,13795964.159032822,1688916.8511758447,1037224.5120937824,845909.7994916998,1656262.0553687215,1224308.5033167973,1246377.3015148342,4327482.181323111,579745.5953094065,588339.7505548596,1996110.9244689047,542297.1874045134,488977.2691998929,1497721.9695701003,2608417.1874367595,2843437.3908182904,914591.6726432443,997020.7743740156,515487.7774977088,2173177.6398330927,4241121.13633728,428459.61931437254,702143.2905652896,874242.4243440628,778586.5750489831,8548316.238832876,1607216.016419053,1357831.228425771,1112396.0273076445,1080139.6622474194,601022.7386485189,1123928.6030046195,1544555.617221579,1956749.169251889,207894.18390547484,995359.7599894106,478498.25525188446
168,3070054.0901993215,1408360.026824087,1038055.888384439,1137246.6196718365,7618052.27734375,2854789.0567499697,1801596.8937378973,527795.3934020698,1375353.451813817,1273782.2441260666,2891139.368658781,1277869.8243541718,2304599.7963700593,3360386.8901762664,461591.805544056,1020973.9376817793,1342735.7689638138,2744299.5093822777,2615692.3830219507,1559916.5726581514,2036518.1851892471,1477653.2915222645,854631.6515442133,539367.8069068566,991361.5858072191,5313661.5424366,2468479.1877222955,4962248.777026415,2801441.902023107,3023170.699658394,2189803.014155321,3883608.414887309,2539142.403392516,2565474.1832193136,4202350.750572383,1707512.702608943,1562091.8169976175,3098628.197853625,278540.1101462841,460630.4093698114,3098361.08033973,3684991.108688265,1034165.6284043416,1933030.98421973,2366874.302943982,2838005.3400827646,2908439.1201159954,4744785.387352914,1437670.1486195922,988379.8655934408,2138247.894029379,163155.4076245427,4301033.771623194,2865895.3490176797,364323.4433030486,2792503.508327648,2013812.7129906714,1175866.241090119,2629784.4727980345,1786450.0858906358,1476097.4797152877,1516420.2494186498,2469325.697476547,1563700.0045143366
169,2089478.0396313965,1112337.459400773,935663.1126319245,3427595.0526823103,9496772.92982006,1631172.3266734034,1331158.3626452684,1744860.0009234697,475643.6769001484,1054236.2792227715,1989855.5595483184,496443.71450926363,1571287.0084430873,2340912.2452625334,232120.2675080523,3299230.844385639,366720.144865036,1897405.7547736764,761914.8913258314,801165.728256911,995616.9280787706,858240.3644948602,315567.01141011715,470100.86607345194,3143857.5777894408,6757666.7610964775,1790209.969143778,7088905.438791722,2071329.0125379562,1395701.146621704,1032382.7413065732,4639200.036566734,1593078.6753103435,1547416.3042918146,4819055.237903535,737810.3338221908,776257.7593826503,2530540.1178022623,72833.00469583273,120206.63321244717,2035847.410034135,3179831.7136825025,761124.7805402875,1244185.7410926372,1383709.1173354313,2356760.5219242573,2744691.743803978,4567011.468803167,542862.8563169539,2491495.2109229937,1180529.6973620057,51901.37312525511,2637174.3711652756,2123906.2751908004,693456.9859803393,1444313.6472952515,1228321.091697827,719492.9030717313,1614145.2889790684,1624047.4070950672,4402386.200425193,479909.4801692292,1258055.4603068195,668686.9001502991
170,2181337.2380055785,2405917.9392481446,5236004.936559141,10812202.470924728,19390380.45980835,1307294.1984794736,1863834.0623946264,9227921.083526373,130798.68807411194,1698793.613701582,2105612.0782999396,76997.50219488144,1822474.9554878771,2425349.016222954,4496.184510968626,11117855.391527176,49357.898302197456,1620864.4465514347,72314.97346687317,640110.1287712455,514490.73424327374,848885.3653693795,152036.6777766943,16134.742050737143,15974366.553192139,8060262.641067505,1576540.5752094984,25075187.73400879,2916589.08070755,1204444.8822601438,581626.356828466,2230315.262688756,1486875.39764072,1386526.620720446,7184342.144470215,493033.79239310324,714719.1198344082,2664903.9604078233,169551.65201693773,78265.80565808713,2061160.2318800688,3820737.8932955265,3186609.5819416046,1076059.9288737625,1190253.1131145507,123575.06262385845,3618421.6795179844,6850962.605247498,327315.1268621385,1270903.2434331775,881475.0173253417,232129.64391735196,4687562.948997259,1964053.403487295,2216853.4638845325,1008113.5964365005,1098493.994932294,598154.5341172218,1432194.465854302,2366660.092025757,8650625.703798294,8347.34658062458,924062.9974239394,328158.7174990177
171,3860879.344013959,1826932.209405899,1099258.672854811,2459086.4866783395,15198661.375095367,2393006.0032334253,1996567.772589773,1275418.8209683597,881967.4016045332,1801285.8749445975,3640036.6700864434,756481.442958504,2441895.106448233,3378092.478503898,359345.26255420595,2260338.94428356,620608.9167827368,2934157.8880876824,508585.1846053302,1264116.0886590183,2145248.862518072,1367314.761002496,565616.5257525444,551609.7816415094,3066671.249401532,10802752.985335886,2814384.136713326,10892838.038089752,2675235.5138424933,2228861.708276689,1669433.262614563,7318029.886650503,2028011.8704448119,2030672.3713730574,8048593.989917815,1247599.208180815,1160036.9307589978,4178992.452503264,164347.10164397955,109419.18988707662,3260901.417907268,5026913.990005791,1185193.7919300497,2127710.978566751,1910833.993780166,3546159.581977755,4774060.06059432,7822410.936913252,765274.1346822381,1391397.07460621,2436377.8717659116,78116.56184008718,4889784.326142788,3836837.810771048,718590.7227589712,2195639.537729621,2204981.6853621304,1535113.3170922399,2381542.4181271195,2910098.594204128,2940590.096476704,567342.3739633746,2017314.5607220791,1332945.5726952553
172,4848134.796458125,2864992.1188587546,4659331.7635496855,2370954.6524535418,20608370.977165222,3368031.342113346,2442958.456753969,2245159.221375555,1911077.2493767142,2595031.730997175,4501758.947809517,1331092.3331826031,3507346.7268010974,4830108.991519943,534066.0243949294,2379011.192343697,1778737.5902215242,3556470.0392252803,1746118.5484354496,1864166.0171110928,2184154.8398038745,1845899.4044863582,1291011.9253416061,813863.8496937193,5544671.522335231,12888085.773595333,3152084.6079096794,17304058.91613078,3905466.334314406,3386894.9250606894,2128675.4592528343,8265650.740422174,2902574.003417492,2888484.6058977246,10199728.608840585,1722801.6902464032,1822252.1354391128,5185650.459218085,615536.4532927871,459104.2422274649,4416829.627156973,6767397.286017537,2850350.4666413963,2652346.515019223,2718630.485386677,4994419.924949318,5943698.411812186,9995872.379955888,1642442.2427442074,1737508.5013170317,2590689.4667850733,634952.0972628891,10030912.919246674,4391449.689688325,1893814.8796547055,2854297.5363992453,2540440.0498422384,1595860.264973998,3256877.3777608573,3439727.8612768557,2655734.9048045576,1281553.4580744244,2653815.197335668,1883744.377745986
173,5643865.041830033,2727111.8285276294,3994617.370408654,1619939.3964782879,16415292.815917969,4281810.71443183,2950398.5089017004,1168258.5648522973,1531654.7800109386,2641451.5765456706,5446224.810321689,2088741.9022167623,4022093.5426238775,5284711.007322311,431274.41729463637,1557616.148894161,1308171.9570589066,4128606.7934214845,6124211.717160463,2740670.380768925,3323748.7080073357,2428979.2026473135,816708.3422468305,440409.7848290093,2893517.674682781,9976531.67262268,3895378.963913679,12749943.19392395,4503460.116235316,4822037.669616699,3069782.187181931,6435265.695001483,3595850.8869040385,3717017.06162405,8246781.189081907,2639348.0491104126,2092265.0377378166,5359696.454383582,480825.3788501024,831153.975971058,5082967.973340511,6361296.712646723,2410263.3639411926,3120142.946844518,3665642.5717573315,3318363.935382873,5441183.989895582,9515296.725947022,1847691.5518122315,542865.7146983221,3585934.8106547,273659.1644510329,10877745.84451294,5048277.25650087,416451.54010152817,4018103.217946887,3305103.6677925885,2349413.2749464214,4339663.929117411,3799971.2559513897,1538300.1148310602,2546923.811911434,3650708.99807648,2275590.704279542
174,1621118.9255689979,2044855.0195219517,7722021.284828037,2255417.721250698,13609617.381334305,1623510.820410654,888773.2828033864,2110775.8918685913,225953.96275305748,2060850.6687423885,1490601.0950664878,406808.1246649772,1945005.478137046,2051001.405823782,44026.57283271104,2271571.992926851,166455.40478646755,1310748.8006763682,3961552.1338682175,566055.6610476971,647177.3788347244,749848.3237354606,158811.12667167187,85634.34472196177,6428919.716100529,5266249.102749884,1051976.0747334957,15652712.569553852,1583001.1678906083,747188.7952110171,555191.5880783759,2360495.011751473,938888.1604789868,1026251.5443231463,5278646.555475026,367953.6024297327,409874.26958981156,2276379.1878686547,895049.1318029761,967897.9979313314,1453076.2074110508,2891136.1857449412,3603449.9375500157,861201.8274701685,829770.0405013263,499920.7395732999,2411701.5773632526,4790326.3219873905,365348.9928084612,977601.3014366925,715724.5928845406,1321885.4775325954,11933191.889826983,1613083.8589948416,2086918.8445316702,762678.0051066577,1027318.8127441406,541948.7795643806,937760.7053210288,1659282.4007803202,2335032.694229424,427710.8923679404,700305.286964573,468329.0887654424
175,2097664.211645454,3167293.628349483,8608225.742070913,12940348.678154089,23307966.462343216,1356969.3943191767,2168676.841477461,11955089.753342986,277889.0899221897,2235845.367709741,2023055.1467766166,289799.65365849435,2191068.252458632,2585381.335116163,122002.34539987892,13549281.08635252,310878.49178195,1544900.6112892106,316688.1977030933,519332.5063794106,491731.4614599943,940995.4681542069,308936.4960089326,204339.37164977193,21490412.006803587,8345535.023673058,1720726.3523574471,32998565.169044554,3352526.74893111,994448.8685885668,560561.6847567111,1156610.210247308,1510065.1876110286,1366970.8132035136,8019745.723535061,425349.8570653498,769461.3451060057,2752188.455380827,216754.53752362728,56864.700654029846,1953248.252444446,3946582.19157964,4862997.817182019,1064931.4664850682,1043823.0331550166,852432.7867462784,3874663.928825557,7651417.210172534,414056.55502718687,620482.8533707932,824172.1157112718,574475.3746387959,7059269.741304681,2038422.367622286,3677409.7474969253,877162.8877190948,1244365.1097502112,548915.5499544144,1272213.8617073148,2720738.016746048,9135575.290635198,286092.79581415653,803270.4720283188,394487.1980493665
176,2616171.3540143967,2054263.9106738567,4238805.250152469,4618003.8106582835,16900731.052268982,1510440.1209406108,1297752.8683128953,4369990.246661425,363699.92230534554,1748777.6663030833,2428694.5109143853,186654.4284118563,1926604.4535198212,2533029.12166965,60024.302418880165,4748307.391835317,285471.564414978,2082007.3843683228,126448.49643093348,691692.8619340062,1009255.4524567127,848379.6224398762,329970.0976423621,64600.09640911594,8913892.373091698,8136355.1917209625,1612782.5609338284,18459043.979995728,2288742.400108397,1224923.9035823941,752129.1337323263,3541803.526314676,1339285.4889528528,1273817.6548920274,7191040.060599327,567121.6304180622,626202.7641331702,3201627.8054165244,115206.48507523537,73556.56588734686,2366139.6690876484,4055209.277540624,2510659.3985895514,1260478.6361513883,1213855.0081561059,202703.2015696764,3614250.152252555,6713827.195329666,428716.8601183593,110678.18099410832,1155583.413398087,101891.96613970399,6694749.805965424,2351191.111186713,1305656.0678875744,1110638.305285558,1296523.742853582,685759.6716810018,1515165.4015429318,2233253.58052063,2937191.8453724384,99767.62011696398,1010614.7889195271,787489.5844557881
177,2004870.4986685514,1197758.1773860455,1584217.4846118018,1182426.476814121,10269460.926849365,1382105.1219771206,915172.4672820568,776347.0706932247,579089.4762693048,1107703.6074325293,1771523.0256344676,524167.6095072031,1371022.9705268443,2035542.8363856226,177803.27374664694,1120855.8000858277,547437.9719325304,1523427.0778443664,1048712.8538044393,688651.9960680902,677408.9035702348,654108.6978993416,392635.48063254356,279844.17958407104,2309191.0900848657,6616781.814264774,1236351.5277499557,8108915.593943596,1737738.3811628222,1212313.1723523736,777656.1114870384,4238964.23288703,1290829.1356606483,1294396.6368283033,5104254.287316203,627877.6290906668,693674.7921880931,2312126.2261858284,126010.70332342386,176988.6833177358,1975291.60603863,3190917.8629990816,1106939.0724390745,1021225.6940421313,1049921.4063787386,1787550.759430319,2683341.401174903,4560174.514821887,571784.1090014279,654706.2366433516,867404.6321068406,105260.73440906405,4632350.4194894135,1746416.573975712,785156.7844387814,1119341.088544011,926724.3071889132,512342.24523480237,1226679.2797358483,1442705.6570151895,1313876.72667557,544429.312519595,998437.2415429838,629491.6668037176
178,2545920.4229482114,1771101.802804947,3319544.6005969048,4710200.520283222,12500423.207107544,2032270.9642452598,1681969.0323012173,3584501.1150610447,391378.4939377308,1621049.500082612,2479095.394738257,385339.32594073564,2144666.0005794466,2772290.5213356614,120069.28905642778,4728188.63353911,352350.5274479389,2283190.6211481616,1266025.1798442602,1021295.2160937488,1336682.8819317222,1167409.974831313,388454.34316921234,188562.533896707,6557579.7613092065,6528531.31634903,2163271.2890532613,12815074.957744598,2661256.403416395,1789832.1223713756,1218471.7630511038,3381972.6284330487,1961182.655824773,1930094.748632729,5505434.59223479,972708.3425011784,957243.3410476148,3001270.4861058593,314289.8166232109,296500.9747097343,2562240.592104614,3587854.189993903,1977720.6537972838,1459903.8920990527,1752473.578863956,756101.730545029,3096425.741314888,5535610.285490036,706552.7670048475,2132155.8235357404,1479453.4722069502,377906.9088322222,5612641.325385332,2593354.161268562,946843.240149945,1720084.3033750057,1645934.849353671,926566.3575201929,2040680.4723622203,2063864.78221941,4859070.813137621,388583.6083848253,1494907.9954917096,939955.1530684829
179,1781246.300043553,1101537.0018536448,1435212.155198969,3262367.482644595,7726936.98086834,1451705.8614240214,1245343.0973955318,2445422.2668331265,620363.0578992963,937159.074509576,1682116.788959682,278312.3547669947,1382119.2811946273,2107505.4926333874,107542.70452150702,3263668.137377538,579286.2916555405,1599816.4580141678,143233.2115213275,782232.2824601382,960106.5802568793,792216.2330715656,501872.5701919198,121971.83583515137,4241160.942057282,4112111.2336905003,1543639.6629059613,7942807.219547749,1934177.7802761793,1454865.8444492817,1021709.9313672483,2081742.1610082984,1572345.193513088,1536409.8033304513,3383012.5568877906,783740.1425190121,865332.7177613229,1963263.9077500254,175621.01029515266,119899.14073434472,1766956.325209409,2446409.705388367,1108854.3021175042,1065148.9891703725,1321107.3895320147,400739.93046455085,2031889.0457693338,3553604.6115407944,720845.184177041,1140861.3204181716,1097662.0128015876,142025.37160885334,2399504.8603743613,1715228.3327677548,449685.42115700245,1405301.166884303,1134292.0005247593,664956.2886385322,1522920.5557375103,1326199.4225073978,3041170.5044525713,154653.18304719776,1222027.1794952042,750935.3804293871
180,2175985.461099535,1456375.1028240323,3627443.187438786,1934108.7387550846,9641095.650627136,1910120.5941899717,1122555.5877638087,1580281.799720198,382520.27925413847,1427784.7892665565,1938054.9742671251,1062553.005511701,1860241.929385364,2241541.9065277874,205644.35902141035,1909409.3719450086,367075.1579927206,1553887.497172907,4692830.088269591,965947.0038247108,975893.109813869,998933.821445927,269076.03532385826,408790.2195549533,3351243.6085971594,5339550.996915817,1447322.388383031,8677507.445586622,1916319.4314461946,1585871.9198577106,1053298.3657708243,3478124.856639743,1397426.503179878,1494486.102799356,4474059.135752499,940640.682232827,683252.118948862,2296403.4055968225,288645.66021865606,617712.0861323178,1953113.8070697784,2919706.0994324684,1756551.427275695,1127303.62979272,1343430.1818652079,2661702.149880618,2462683.175261259,4407276.055026889,581525.1274964809,1095818.6099131852,1034578.699560523,348776.37159097195,7373313.400079697,1913276.0336365402,1278105.682853043,1408710.5290144458,1229498.5382184386,638032.7642882168,1559975.7014964223,1481836.5235657617,2070342.3988009691,1671487.2108649015,1223565.7294172086,643094.4697159529
181,3189232.724215448,1457031.4803298116,484933.73128157854,2022147.0233741999,13501589.689346313,1523190.354386896,1277266.429607965,824544.5857589841,351843.87956798077,1366847.2387561053,2845279.3849446177,588730.3101271689,1938073.3085537255,2533411.581459865,266962.2445710376,1803405.233052373,207652.93121409416,1976780.3013887405,524028.247387439,861119.070584476,1164390.6140090227,1008180.108884573,207988.92353081703,390104.9816416614,2402960.633897841,9913211.296531677,1772905.4669661522,9252656.751937866,2166366.0011243224,1609583.623056829,860617.2538729534,6823803.919446468,1470159.2239206135,1453515.4969180226,7189919.798521578,838619.8110108376,612205.5068470836,3279744.640491456,50632.999337017536,30807.545864254236,2720137.183130145,4402116.370061398,781750.7611910254,1376690.183141023,1543225.0795617327,3396105.3986738026,4003079.038184166,6742187.421760321,414916.6409689188,1268873.5426548943,1321228.7056010962,14679.511271983385,3896395.518005371,2762017.4313901067,632668.7382488698,1246377.262253344,1372203.0031149387,800019.4099203944,1925185.9899050742,2118985.464439869,2627837.654959619,517981.8246838525,1116472.9450589344,721275.8055842519
182,4207586.422365189,1838018.376460433,847040.8424560428,1564581.7331001759,15223721.50114441,2738261.585944608,1814918.1683167443,667034.170791924,451648.42624151707,1706080.1525930911,3832834.37444824,1648453.4141919166,2664812.69639048,3524387.3443218768,637141.0560550764,1270994.9346336275,292220.85881853104,2880199.1848027483,3445492.6579592824,1482736.424905181,2164844.932023883,1396660.4836717695,225889.975815773,1290938.3227932453,1595354.907855317,12415719.137342453,2498960.5538744926,8490779.924960732,2771833.718417883,2388803.0726804137,1839084.5697667003,9643720.371204376,2081164.2816890925,2104590.4677909613,8785846.692138612,1458355.5479884148,971738.5721540451,4375042.052590728,85392.39188307524,256655.12021955848,3447756.2695119977,5472709.212097645,905705.8291663304,2157972.5082670897,2055570.5946538746,7105458.798419386,4893756.3604358435,8263051.478113174,625810.2344527245,2699939.8826818243,2296727.0841344595,20987.225691080093,5448775.830023766,3804698.440056354,1374522.3655650616,2321846.6682518125,2122140.7634058595,1512636.1905959249,2374528.6341201365,3095546.7630109787,3194237.32717821,2200752.5137190595,2114198.8995866776,1158945.9179296494
183,3190837.7302024364,1542747.916327536,569318.3196107447,2149329.306016378,14475033.253624916,1811522.2122970298,1466995.4658621997,970885.0900197923,725785.7750364542,1541928.7815998048,2888588.8052340746,606840.197955817,1927165.474403888,2839350.5924333185,299936.80856239796,1949679.0156594217,557596.0645936728,2417326.787700683,526241.1604834795,963555.1031772494,1376715.4738118649,1016345.0202779472,448842.4261072874,424040.61057833955,2705521.5316945165,10319085.042536259,2251624.0933139324,10259624.579833508,2291051.362008989,1659381.6019347906,1131516.0988112018,6974708.31740737,1731215.5847007334,1674622.0497466922,7549790.42528224,850574.355745554,892893.3829241693,3575038.3527891636,94814.67055523396,78433.64335210621,2829096.604580164,4618265.286477387,971275.7941790894,1597400.8155598342,1533138.1605876535,3156359.615711659,4184011.1995209455,6981318.872134417,605774.5023941994,1155999.2420331463,1612473.4790100455,22531.242870777845,4531428.530386984,3040187.455727011,738956.6981297135,1600547.5014285743,1595909.6302423775,960741.0942573249,1886973.9098612368,2288227.0211357772,2636970.6406229734,558326.2355586514,1435741.0534801595,994741.2547369003
184,2791823.22021389,1476330.4764978886,1087486.9207200706,3885986.93770802,11331823.894226074,1896738.455797106,1598642.155263871,2723212.0167359114,632211.1686556339,1242149.9023652226,2570829.954953313,469450.5484384969,1973727.6137462556,2795082.5889786333,196103.7872619927,3778039.0730349123,513191.12923169136,2151539.2609453425,342882.6554902196,1096924.0286849737,1255295.0907737017,1169465.1385021657,477408.2797243595,245321.9896642603,4643465.085394621,7021144.809360504,2022505.5095303655,10048503.485431671,2704245.273991585,2150545.998286009,1300830.6035460345,4092087.4154632688,2093410.4021178186,2067310.376130253,5408405.8487740755,1149219.4688452482,1090301.1936874539,2851981.10244292,95191.1412756443,65178.57424631715,2784352.332861483,3772455.4405218363,1131960.3781166822,1434741.1673943996,1866639.5608330965,1370858.2652014494,3213184.413665533,5506445.164648056,856453.6541189849,1295368.8292895705,1426169.493445754,29710.039008527994,2975857.633444786,2470251.616754949,459301.89440107346,1828178.66238603,1492938.225406766,835621.8872420192,2211491.9340958744,1873121.593274355,3813619.176334113,324344.61672141775,1591436.570832722,954106.1881145239
185,2827612.363611132,2834907.7986857295,5684126.426777601,11275591.720370293,22982888.95553589,1513422.951273948,2018431.7886098325,9600340.881741613,192917.68829107285,2050597.5509070754,2616703.2122790217,136299.07561311126,2241727.2078927457,2802775.6204018593,30958.024153366685,11567549.082442284,81576.57832074165,1909275.7407001108,38337.664945364,721229.288462162,616894.6642203927,1040412.9620625079,151441.78286492825,60456.652089096606,17180967.49155426,10606535.394371033,1822777.2237106562,28254719.704986572,3364486.981774032,1398716.878260851,623136.0167909414,4021000.472334802,1737774.2716668695,1689126.7324867845,9111964.573194563,615299.738269642,708334.7147590965,3414896.3982939124,152145.28812265396,10186.503447368741,2660177.9670283794,4808064.310791016,3562932.0406607985,1248998.9964045733,1380231.0502483249,483118.26022669673,4508404.668588638,8411385.263412476,286546.3599962592,1443129.853613995,1001219.8237423301,276385.4701643586,5862525.94260022,2510384.654919684,2574847.39125973,1103924.4836568236,1325586.4531444907,671451.1349597871,1662153.5482120216,2821471.75472641,8869514.585592628,38575.27828300372,1001738.4504317269,389794.21751105785
186,4353107.219730854,1875509.2116012573,319355.07222254574,4045307.3667492867,13091328.297058105,2786665.3315873444,2407188.0201310664,1931708.139363736,977279.5353224277,1500379.2753273845,4183741.4447456,1137726.162216574,2594230.8571276665,3711127.2876105905,457811.03699009866,3783571.1564056873,609245.7598173618,2813961.3059111014,695052.6968868375,2138665.006423712,2496108.360137403,1605153.1578052044,493990.9669265747,670302.1899029054,3252087.156731531,9909076.959503174,2718924.462998688,8845306.955825806,3444577.7851138115,3339120.754553497,2320453.919958584,6955852.456805646,2543948.1688419282,2625366.243454814,7075033.916753769,2001724.583938837,1487879.8436534703,4028619.485845536,100529.43817734718,100106.07769183815,3675710.4723079205,4950479.548940659,897863.5012032092,2351472.0219275057,2466975.561428614,3721818.714408383,4509783.621094823,7750075.230426788,1025337.8083814979,2902125.09735924,2741910.796789348,32137.63835787773,2727191.1008535624,3793167.1729769707,493792.7415639162,3013076.214979887,2324153.910462618,1972372.067006141,2917295.018602103,3291751.3934111595,5178124.810561985,847962.0577920154,2713071.6176183484,1406259.5400874019
